timestamp,anonymous_id
2020-11-29 18:23:55.997 UTC,000dece9-6e24-4ea0-861e-3d71a055fc37
2020-12-05 04:15:49.615 UTC,000fe246-60f5-4b91-b26b-6dd10760d565
2020-12-05 12:13:05.248 UTC,0037b3e8-2a0e-4e86-a0a1-b3dd1d06501c
2020-12-05 12:04:23.065 UTC,0037b3e8-2a0e-4e86-a0a1-b3dd1d06501c
2020-12-05 12:06:42.038 UTC,0037b3e8-2a0e-4e86-a0a1-b3dd1d06501c
2020-12-05 12:13:39.73 UTC,0037b3e8-2a0e-4e86-a0a1-b3dd1d06501c
2020-11-30 03:24:06.59 UTC,003cfc89-7d9c-48f0-a1f8-045a425203c0
2020-11-30 12:17:08.598 UTC,00450b24-77d9-468d-94f8-8fe5768fddba
2020-11-30 12:16:50.2 UTC,00450b24-77d9-468d-94f8-8fe5768fddba
2020-12-05 13:28:44.086 UTC,0057f293-56c1-46b6-9348-5dac95947b6a
2020-11-29 19:09:22.436 UTC,005eb936-9f2a-466e-a2b1-20869e0a1ca3
2020-11-28 21:50:05.905 UTC,0076a7b9-0463-426d-8085-384424c9262b
2020-11-26 09:30:38.489 UTC,008ccbff-6356-47a6-b864-eb472fdf5019
2020-11-26 09:30:26.5 UTC,008ccbff-6356-47a6-b864-eb472fdf5019
2020-12-07 14:21:24.523 UTC,00a1c54f-6224-4eb8-ac01-e851487c6044
2020-12-08 18:44:29.811 UTC,00baee1a-4943-43f8-9ed5-0d80011267e9
2020-11-26 05:00:14.078 UTC,00c8d91f-e1dd-4489-89ec-939e97d73d44
2020-12-10 02:50:24.783 UTC,00d3097e-d154-4213-adb2-9bb348b469b1
2020-12-10 02:50:21.081 UTC,00d3097e-d154-4213-adb2-9bb348b469b1
2020-12-02 09:11:27.12 UTC,00d4a4c0-dd17-491a-bc6c-ab3d0f022896
2020-12-06 17:55:43.985 UTC,00e2408a-1b8e-43fb-8d7d-163955bf741b
2020-12-06 17:56:05.542 UTC,00e2408a-1b8e-43fb-8d7d-163955bf741b
2020-12-09 14:53:41.531 UTC,00e2408a-1b8e-43fb-8d7d-163955bf741b
2020-12-06 17:58:09.311 UTC,00e2408a-1b8e-43fb-8d7d-163955bf741b
2020-12-06 17:50:30.125 UTC,00e53026-8794-45c3-9ffd-99c0f536d406
2020-12-06 17:50:32.205 UTC,00e53026-8794-45c3-9ffd-99c0f536d406
2020-12-01 18:39:09.272 UTC,00f38df5-4fc9-45c5-966b-491ac30c41db
2020-12-01 18:38:58.033 UTC,00f38df5-4fc9-45c5-966b-491ac30c41db
2020-12-01 13:34:15.539 UTC,00f38df5-4fc9-45c5-966b-491ac30c41db
2020-12-04 06:11:50.802 UTC,00f45c4e-b897-4259-9bd7-1410cedc305d
2020-12-09 10:15:59.211 UTC,01046a84-838d-44f9-8950-1c85dacff001
2020-12-09 10:15:51.94 UTC,01046a84-838d-44f9-8950-1c85dacff001
2020-12-09 10:15:29.826 UTC,01046a84-838d-44f9-8950-1c85dacff001
2020-12-03 18:41:52.294 UTC,0117677d-8085-4bfa-a171-fada31615a3b
2020-11-27 11:10:11.866 UTC,01177e26-9526-4ca2-b81e-c92fab1f34d7
2020-11-27 11:10:06.945 UTC,01177e26-9526-4ca2-b81e-c92fab1f34d7
2020-12-03 10:14:55.665 UTC,01362cdf-baf2-4003-a22e-82274f6bcb16
2020-12-01 10:51:32.691 UTC,013f13f6-76ed-41b4-8826-275d9015013b
2020-12-04 07:56:21.233 UTC,01472676-d8c9-497b-b2b4-5692c27f883f
2020-12-08 06:52:42.913 UTC,014886f8-414a-4603-b8ef-f73bad3f8641
2020-12-08 06:52:39.379 UTC,014886f8-414a-4603-b8ef-f73bad3f8641
2020-11-28 04:05:40.92 UTC,014a29dd-fad1-448c-946e-9155c77c6270
2020-11-28 04:05:37.427 UTC,014a29dd-fad1-448c-946e-9155c77c6270
2020-11-27 05:23:35.201 UTC,015365e0-c224-4e1e-b31f-fdf3fe977112
