timestamp,anonymous_id,order_sum
2020-12-10 09:23:09.195 UTC,3343c486-8d88-44a6-87e5-5c1631e3db3d,3746.2319209366096
2020-12-10 13:11:07.166 UTC,c4491ab9-e59e-444e-bd92-c462830e4b5b,1619.2420466768381
2020-12-10 15:42:29.153 UTC,82f2bac5-8c73-4ed2-8022-27fa0dbd8fc2,2439.6059010334175
2020-12-10 17:04:52.163 UTC,fffb6076-550e-445e-8227-68219671113a,1288.5778880917471
2020-12-10 21:25:58.898 UTC,00e258f1-7908-467e-a66e-d42284ea3f2d,6875.9551287534823
2020-12-10 20:58:37.855 UTC,3a15b470-e915-4c26-8d10-3a9e251da2b3,10809.129410770925
2020-12-10 11:56:18.342 UTC,ab0ecd74-63c5-47b4-a344-066532e6915a,3025.415394495446
2020-12-10 08:43:33.916 UTC,63160424-175e-44ab-9886-7b8c0f220bbc,2052.1120683518525
2020-12-10 07:22:33.108 UTC,7839710a-d4f7-4366-ac9b-0a0813ccca75,3239.1580072115767
2020-12-10 09:20:49.405 UTC,71148504-cb65-4641-8c44-24d600217338,2565.0362906640994
2020-12-10 13:29:46.2 UTC,fe3ef952-d32c-43b5-a5e7-330f8f95c9a5,14057.32026928551
2020-12-10 15:07:07.804 UTC,96df8e73-b3ce-42ce-9137-ae8c637af24c,7086.6673387780529
2020-12-10 12:23:39.188 UTC,ecbd58a5-dfc4-4b89-b4eb-a0682604c85b,4899.7036653863033
2020-12-10 05:55:50.106 UTC,f2c634e3-ffe7-441f-a87b-177c145fdae0,5321.3404721806337
2020-12-10 09:41:07.85 UTC,ae11059c-0cef-473f-abc1-d4c27f673ecf,2927.2849757043737
2020-12-10 11:28:35.451 UTC,a916455c-bb9a-4e30-b9d7-07dc64783b12,3103.8511428628203
2020-12-10 09:03:14.756 UTC,4e445ae1-2fff-43a0-afce-87cd39f12339,15245.642230111054
2020-12-10 13:22:09.625 UTC,38c6c273-54b5-4dd9-ace8-a3a7ecaf3e3d,1335.9081005687394
2020-12-10 13:45:03.557 UTC,92693d49-1f43-4e66-8ba9-0c1b4a4c6ea1,5244.9250931358583
2020-12-10 16:17:26.823 UTC,e478de5f-5a85-4c00-a9d2-341459a7694b,2687.7462895707558
2020-12-10 14:20:54.169 UTC,65b4481b-d720-48f8-b479-73e4c07fbdea,2723.1838665340997
2020-12-10 14:27:11.618 UTC,95895d9a-8efb-4e14-872e-9ae535c50505,3192.833720524297
2020-12-10 17:41:36.293 UTC,9467e86b-3f7a-46d7-83b2-501c153eedd2,2029.2288208925061
2020-12-10 17:01:12.335 UTC,425c15c7-1a33-4b77-8e51-6984d237ac7d,11044.216668011468
2020-12-10 19:55:20.126 UTC,fbdf2116-1616-4029-85bb-e8836162897f,10682.66828710339
2020-12-10 20:15:33.333 UTC,aaf4f500-4550-4075-9565-1d9d474ce9e4,6067.6104045051679
